sporting match	matĉo	n.	
stadium	sportejo	n.	
gymnasium	gimnastikejo	n. place designated for gymnastics	w
gymnasium	sportejo	n. stadium	
helmet	skerma kasko	n. fencing helmet	
tennis racket	rakedo	n.	w
trapeze	trapezo	n.	w
foil	skerma glavo	n. fencing sword	
wrestle	lukti	v.ntr struggle in unarmed combat	w
golf	golfo	n.	w
billiards	bilardo	n.	w
stalemate	pato	n. in chess	w
goal	golo	n. in football and similar games	w
game	ludo	n.	w
rings	gimnastikaj ringoj	n. gymnastic rings	
